receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,unidad,ingrediente_nombre,ingrediente_linea_limpia,ingrediente_nombre_limpio,unidad_limpia
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,4,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,5,4 tazas de caldo de pollo,4,4.0,tazas,caldo de pollo,4 tazas de caldo de pollo,caldo de pollo,taza
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,6,3 papas peladas y cortada en cubos,3,3.0,,papas peladas y cortada en cubos,3 papas peladas y cortada en cubos,papas peladas y cortada en cubos,
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,7,Sal y pimienta al gusto,,,,Sal y pimienta al gusto,sal y pimienta al gusto,sal y pimienta al gusto,
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,8,¼ taza de crema espesa y más para servir,¼,0.25,taza,crema espesa y más para servir,1/4 taza de crema espesa y mas para servir,crema espesa y mas para servir,taza
86af71d6-e16a-11ed-b120-a96d6180cd25,Crema de Alcachofas,9,Papas fritas para servir,,,,Papas fritas para servir,papas fritas para servir,papas fritas para servir,
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,1,1 libra de camarón fresco sin pelar,1,1.0,libra,camarón fresco sin pelar,1 libra de camaron fresco sin pelar,camaron fresco sin pelar,libra
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,2,3 ½ tazas de agua,3 ½,3.5,tazas,agua,3 1/2 tazas de agua,agua,taza
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,3,1 taza de arroz,1,1.0,taza,arroz,1 taza de arroz,arroz,taza
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,4,2 cucharadas de aceite de oliva,2,2.0,cucharadas,aceite de oliva,2 cucharadas de aceite de oliva,aceite de oliva,cucharada
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,5,1 cucharada de mantequilla,1,1.0,cucharada,mantequilla,1 cucharada de mantequilla,mantequilla,cucharada
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,6,1 to mate mediano picado,1,1.0,,to mate mediano picado,1 to mate mediano picado,to mate mediano picado,
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,7,2 dientes de ajo finamente picados,2,2.0,dientes,ajo finamente picados,2 dientes de ajo finamente picados,ajo finamente picados,diente
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,8,2 cucharadas de cebolla larga picada,2,2.0,cucharadas,cebolla larga picada,2 cucharadas de cebolla larga picada,cebolla larga picada,cucharada
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,9,1 tableta de caldo de pescado,1,1.0,,tableta de caldo de pescado,1 tableta de caldo de pescado,tableta de caldo de pescado,
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,10,¼ taza de pimentón verde picado,¼,0.25,taza,pimentón verde picado,1/4 taza de pimenton verde picado,pimenton verde picado,taza
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,11,¼ taza de pimentón rojo picado,¼,0.25,taza,pimentón rojo picado,1/4 taza de pimenton rojo picado,pimenton rojo picado,taza
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,12,1 cebolla blanca picada,1,1.0,,cebolla blanca picada,1 cebolla blanca picada,cebolla blanca picada,
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,13,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,14,¼ de cucharadita de pimentón molido,¼,0.25,,de cucharadita de pimentón molido,1/4 de cucharadita de pimenton molido,de cucharadita de pimenton molido,
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,15,1 cucharada de pasta de tomate,1,1.0,cucharada,pasta de tomate,1 cucharada de pasta de tomate,pasta de tomate,cucharada
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,16,¼ taza de zanahorias congeladas habichuelas y arvejas,¼,0.25,taza,zanahorias congeladas habichuelas y arvejas,1/4 taza de zanahorias congeladas habichuelas y arvejas,zanahorias congeladas habichuelas y arvejas,taza
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,17,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71d7-e16a-11ed-a966-a96d6180cd25,Arroz con Camarones,18,1 cucharada de perejil fresco picado,1,1.0,cucharada,perejil fresco picado,1 cucharada de perejil fresco picado,perejil fresco picado,cucharada
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,1,3 cucharadas de aceite vegetal,3,3.0,cucharadas,aceite vegetal,3 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,2,½ libra de costillas de de cerdo sin hueso y cortadas en cubos,½,0.5,libra,costillas de de cerdo sin hueso y cortadas en cubos,1/2 libra de costillas de de cerdo sin hueso y cortadas en cubos,costillas de de cerdo sin hueso y cortadas en cubos,libra
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,3,1 libra de carne de cerdo cortada en cubos,1,1.0,libra,carne de cerdo cortada en cubos,1 libra de carne de cerdo cortada en cubos,carne de cerdo cortada en cubos,libra
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,4,4 tazas de agua,4,4.0,tazas,agua,4 tazas de agua,agua,taza
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,5,4 tazas de caldo de pollo y más si es necesario,4,4.0,tazas,caldo de pollo y más si es necesario,4 tazas de caldo de pollo y mas si es necesario,caldo de pollo y mas si es necesario,taza
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,6,3 cucharadas de aceite vegetal,3,3.0,cucharadas,aceite vegetal,3 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,7,2 tazas de tomates frescos picados,2,2.0,tazas,tomates frescos picados,2 tazas de tomates frescos picados,tomates frescos picados,taza
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,8,1 y ½ tazas de cebolla larga picada,1,1.0,,y ½ tazas de cebolla larga picada,1 y 1/2 tazas de cebolla larga picada,y 1/2 tazas de cebolla larga picada,
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,9,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,10,3 cucharadas de pimientón rojo dulce picado,3,3.0,cucharadas,pimientón rojo dulce picado,3 cucharadas de pimienton rojo dulce picado,pimienton rojo dulce picado,cucharada
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,11,1 cucharada con azafran,1,1.0,cucharada,con azafran,1 cucharada con azafran,con azafran,cucharada
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,12,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,13,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,14,½ cucharadita de pimienta molida fresca,½,0.5,cucharadita,pimienta molida fresca,1/2 cucharadita de pimienta molida fresca,pimienta molida fresca,cucharadita
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,15,½ de taza de cilantro fresco picado,½,0.5,,de taza de cilantro fresco picado,1/2 de taza de cilantro fresco picado,de taza de cilantro fresco picado,
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,16,1 y ½ tazas de arroz blanco,1,1.0,,y ½ tazas de arroz blanco,1 y 1/2 tazas de arroz blanco,y 1/2 tazas de arroz blanco,
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,17,½ de cucharadita de sal,½,0.5,,de cucharadita de sal,1/2 de cucharadita de sal,de cucharadita de sal,
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,18,2 tazas de papas cortadas en 1 y ½- de pulgada,2,2.0,tazas,papas cortadas en 1 y ½- de pulgada,2 tazas de papas cortadas en 1 y 1/2 de pulgada,papas cortadas en 1 y 1/2 de pulgada,taza
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,19,2 chorizos o salchicha ahumada cortdos en rodajas,2,2.0,,chorizos o salchicha ahumada cortdos en rodajas,2 chorizos o salchicha ahumada cortdos en rodajas,chorizos o salchicha ahumada cortdos en rodajas,
86af71d8-e16a-11ed-9747-a96d6180cd25,Arroz Atollado,20,Cilantro fresco picado para decorar,,,,Cilantro fresco picado para decorar,cilantro fresco picado para decorar,cilantro fresco picado para decorar,
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,1,2 tilapias pequeñas o pargo rojo limpios,2,2.0,,tilapias pequeñas o pargo rojo limpios,2 tilapias pequenas o pargo rojo limpios,tilapias pequenas o pargo rojo limpios,
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,2,1 cebolla larga finamente picado,1,1.0,,cebolla larga finamente picado,1 cebolla larga finamente picado,cebolla larga finamente picado,
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,3,El jugo de 1 limón,,,,El jugo de 1 limón,el jugo de 1 limon,el jugo de 1 limon,
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,4,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,5,¼ de taza de harina,¼,0.25,,de taza de harina,1/4 de taza de harina,de taza de harina,
86af71d9-e16a-11ed-af2b-a96d6180cd25,Pescado Frito Colombiano,6,2 tazas de aceite vegetal o de canola para freír,2,2.0,tazas,aceite vegetal o de canola para freír,2 tazas de aceite vegetal o de canola para freir,aceite vegetal o de canola para freir,taza
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,1,2 libras de carne para estofado,2,2.0,libras,carne para estofado,2 libras de carne para estofado,carne para estofado,libras
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,2,1 cucharada de aceite vegetal,1,1.0,cucharada,aceite vegetal,1 cucharada de aceite vegetal,aceite vegetal,cucharada
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,3,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,4,¼ de taza de pimientón rojo picado,¼,0.25,,de taza de pimientón rojo picado,1/4 de taza de pimienton rojo picado,de taza de pimienton rojo picado,
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,5,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,6,2 tazas de tomate picado,2,2.0,tazas,tomate picado,2 tazas de tomate picado,tomate picado,taza
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,7,1 tableta de caldo de res,1,1.0,,tableta de caldo de res,1 tableta de caldo de res,tableta de caldo de res,
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,8,¼ cucharadita de comino en polvo,¼,0.25,cucharadita,comino en polvo,1/4 cucharadita de comino en polvo,comino en polvo,cucharadita
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,9,¼ de taza de cilantro fresco picado,¼,0.25,,de taza de cilantro fresco picado,1/4 de taza de cilantro fresco picado,de taza de cilantro fresco picado,
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,10,¼ de cucharadita de sal,¼,0.25,,de cucharadita de sal,1/4 de cucharadita de sal,de cucharadita de sal,
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,11,¼ cucharadita de pimienta,¼,0.25,cucharadita,pimienta,1/4 cucharadita de pimienta,pimienta,cucharadita
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,12,8 papas pequeñas amarillas peladas y cortadas por la mitad,8,8.0,,papas pequeñas amarillas peladas y cortadas por la mitad,8 papas pequenas amarillas peladas y cortadas por la mitad,papas pequenas amarillas peladas y cortadas por la mitad,
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,13,½ libra de yuca fresca o congelada,½,0.5,libra,yuca fresca o congelada,1/2 libra de yuca fresca o congelada,yuca fresca o congelada,libra
86af71da-e16a-11ed-aac2-a96d6180cd25,Sudado de Carne de Res,14,3 tazas de agua,3,3.0,tazas,agua,3 tazas de agua,agua,taza
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,1,2 libras de carne de sobrebarriga,2,2.0,libras,carne de sobrebarriga,2 libras de carne de sobrebarriga,carne de sobrebarriga,libras
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,2,8 tazas de agua,8,8.0,tazas,agua,8 tazas de agua,agua,taza
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,3,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,4,1 cebolla grande cortada por la mitad,1,1.0,,cebolla grande cortada por la mitad,1 cebolla grande cortada por la mitad,cebolla grande cortada por la mitad,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,5,2 cebollas largas,2,2.0,,cebollas largas,2 cebollas largas,cebollas largas,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,6,3 dientes de ajo,3,3.0,dientes,ajo,3 dientes de ajo,ajo,diente
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,7,2 cucharadas de aceite vegetal,2,2.0,cucharadas,aceite vegetal,2 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,8,1 pimentuón rojo cortado en cubitos,1,1.0,,pimentuón rojo cortado en cubitos,1 pimentuon rojo cortado en cubitos,pimentuon rojo cortado en cubitos,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,9,4 to mates cortados en cubitos,4,4.0,,to mates cortados en cubitos,4 to mates cortados en cubitos,to mates cortados en cubitos,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,10,3 cebollas picadas,3,3.0,,cebollas picadas,3 cebollas picadas,cebollas picadas,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,11,1 cebolla grande cortada en rodajas finas,1,1.0,,cebolla grande cortada en rodajas finas,1 cebolla grande cortada en rodajas finas,cebolla grande cortada en rodajas finas,
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,12,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,13,½ cucharadita de achiote molido,½,0.5,cucharadita,achiote molido,1/2 cucharadita de achiote molido,achiote molido,cucharadita
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,14,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71db-e16a-11ed-b842-a96d6180cd25,Sobrebarriga en Salsa Criolla,15,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,1,3 libras de carne de posta,3,3.0,libras,carne de posta,3 libras de carne de posta,carne de posta,libras
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,2,8 dientes de ajo,8,8.0,dientes,ajo,8 dientes de ajo,ajo,diente
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,3,1 cebolla grande,1,1.0,,cebolla grande,1 cebolla grande,cebolla grande,
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,4,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,5,2 cucharadas de mantequilla,2,2.0,cucharadas,mantequilla,2 cucharadas de mantequilla,mantequilla,cucharada
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,6,2 cucharadas de aceite vegetal,2,2.0,cucharadas,aceite vegetal,2 cucharadas de aceite vegetal,aceite vegetal,cucharada
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,7,3 cucharadas de salsa negra,3,3.0,cucharadas,salsa negra,3 cucharadas de salsa negra,salsa negra,cucharada
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,8,½ taza de panela rallada o azúcar morena,½,0.5,taza,panela rallada o azúcar morena,1/2 taza de panela rallada o azucar morena,panela rallada o azucar morena,taza
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,9,1 taza de Coca-Cola,1,1.0,taza,Coca-Cola,1 taza de coca cola,coca cola,taza
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,10,1 taza de vino rojo,1,1.0,taza,vino rojo,1 taza de vino rojo,vino rojo,taza
86af71dc-e16a-11ed-ae02-a96d6180cd25,Posta Negra,11,2 tazas de caldo de carne,2,2.0,tazas,caldo de carne,2 tazas de caldo de carne,caldo de carne,taza
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,1,1 libra de carne molida de res,1,1.0,libra,carne molida de res,1 libra de carne molida de res,carne molida de res,libra
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,2,1 libra carne molida de cerdo,1,1.0,libra,carne molida de cerdo,1 libra carne molida de cerdo,carne molida de cerdo,libra
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,3,¾ taza de cebolla finamente picada,¾,0.75,taza,cebolla finamente picada,3/4 taza de cebolla finamente picada,cebolla finamente picada,taza
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,4,2 cebollas largas picadas,2,2.0,,cebollas largas picadas,2 cebollas largas picadas,cebollas largas picadas,
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,5,2 dientes de ajo picados,2,2.0,dientes,ajo picados,2 dientes de ajo picados,ajo picados,diente
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,6,1 taza de pan rallado,1,1.0,taza,pan rallado,1 taza de pan rallado,pan rallado,taza
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,7,2 huevos grandes batidos,2,2.0,,huevos grandes batidos,2 huevos grandes batidos,huevos grandes batidos,
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,8,1 cucharada de mostaza,1,1.0,cucharada,mostaza,1 cucharada de mostaza,mostaza,cucharada
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,9,¼ de taza de perejil fresco picado,¼,0.25,,de taza de perejil fresco picado,1/4 de taza de perejil fresco picado,de taza de perejil fresco picado,
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,10,½ cucharadita de sal,½,0.5,cucharadita,sal,1/2 cucharadita de sal,sal,cucharadita
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,11,¼ cucharadita de pimienta molida,¼,0.25,cucharadita,pimienta molida,1/4 cucharadita de pimienta molida,pimienta molida,cucharadita
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,12,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,13,3 huevos cocidos,3,3.0,,huevos cocidos,3 huevos cocidos,huevos cocidos,
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,14,1 pimentón rojo cortado en tiras delgadas,1,1.0,,pimentón rojo cortado en tiras delgadas,1 pimenton rojo cortado en tiras delgadas,pimenton rojo cortado en tiras delgadas,
86af71dd-e16a-11ed-989e-a96d6180cd25,Albondigón Colombiano,15,1 zanahoria cortada en tiras finas,1,1.0,,zanahoria cortada en tiras finas,1 zanahoria cortada en tiras finas,zanahoria cortada en tiras finas,
86af71de-e16a-11ed-b4f8-a96d6180cd25,Carne Desmechada o Ropa Vieja,1,2 libras de sobrebarriga,2,2.0,libras,sobrebarriga,2 libras de sobrebarriga,sobrebarriga,libras
86af71de-e16a-11ed-b4f8-a96d6180cd25,Carne Desmechada o Ropa Vieja,2,9 tazas de agua,9,9.0,tazas,agua,9 tazas de agua,agua,taza
86af71de-e16a-11ed-b4f8-a96d6180cd25,Carne Desmechada o Ropa Vieja,3,1 cucharadita de sal,1,1.0,cucharadita,sal,1 cucharadita de sal,sal,cucharadita
86af71de-e16a-11ed-b4f8-a96d6180cd25,Carne Desmechada o Ropa Vieja,4,½ cucharadita de pimienta molida fresca,½,0.5,cucharadita,pimienta molida fresca,1/2 cucharadita de pimienta molida fresca,pimienta molida fresca,cucharadita
86af71de-e16a-11ed-b4f8-a96d6180cd25,Carne Desmechada o Ropa Vieja,5,½ tazas Hogao,½,0.5,tazas,Hogao,1/2 tazas hogao,hogao,taza
86af71de-e16a-11ed-b4f8-a96d6180cd25,Carne Desmechada o Ropa Vieja,6,1 cucharadita de pasta de tomate,1,1.0,cucharadita,pasta de tomate,1 cucharadita de pasta de tomate,pasta de tomate,cucharadita
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,1,7 tazas de caldo de pollo o de res,7,7.0,tazas,caldo de pollo o de res,7 tazas de caldo de pollo o de res,caldo de pollo o de res,taza
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,2,2 papas grandes peladas y cortadas en cubitos,2,2.0,,papas grandes peladas y cortadas en cubitos,2 papas grandes peladas y cortadas en cubitos,papas grandes peladas y cortadas en cubitos,
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,3,1 taza de hogao,1,1.0,taza,hogao,1 taza de hogao,hogao,taza
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,4,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,5,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,6,3 arepas cocidas y cortadas en trozos,3,3.0,,arepas cocidas y cortadas en trozos,3 arepas cocidas y cortadas en trozos,arepas cocidas y cortadas en trozos,
86af71df-e16a-11ed-bcb9-a96d6180cd25,Sopa de Arepa,7,½ taza de cilantro fresco,½,0.5,taza,cilantro fresco,1/2 taza de cilantro fresco,cilantro fresco,taza
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,1,4 cucharadas de mantequilla,4,4.0,cucharadas,mantequilla,4 cucharadas de mantequilla,mantequilla,cucharada
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,2,1 libra de solomito o lomo cortado en cubos de ½ pulgadas,1,1.0,libra,solomito o lomo cortado en cubos de ½ pulgadas,1 libra de solomito o lomo cortado en cubos de 1/2 pulgadas,solomito o lomo cortado en cubos de 1/2 pulgadas,libra
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,3,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,4,½ cucharadita de tomillo molido,½,0.5,cucharadita,tomillo molido,1/2 cucharadita de tomillo molido,tomillo molido,cucharadita
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,5,1 taza de cebolla blanca finamente picada,1,1.0,taza,cebolla blanca finamente picada,1 taza de cebolla blanca finamente picada,cebolla blanca finamente picada,taza
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,6,4 dientes de ajo picados,4,4.0,dientes,ajo picados,4 dientes de ajo picados,ajo picados,diente
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,7,1 libra de champiñones en rodajas,1,1.0,libra,champiñones en rodajas,1 libra de champinones en rodajas,champinones en rodajas,libra
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,8,¼ taza de caldo de carne,¼,0.25,taza,caldo de carne,1/4 taza de caldo de carne,caldo de carne,taza
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,9,Sal y pimienta para probar,,,,Sal y pimienta para probar,sal y pimienta para probar,sal y pimienta para probar,
86af71e0-e16a-11ed-af85-a96d6180cd25,Carne con Champiñones,10,¼ taza de crema de leche,¼,0.25,taza,crema de leche,1/4 taza de crema de leche,crema de leche,taza
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,1,½ libra de carne molida de res,½,0.5,libra,carne molida de res,1/2 libra de carne molida de res,carne molida de res,libra
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,2,½ libra de carne molida de cerdo,½,0.5,libra,carne molida de cerdo,1/2 libra de carne molida de cerdo,carne molida de cerdo,libra
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,3,2 huevos batidos,2,2.0,,huevos batidos,2 huevos batidos,huevos batidos,
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,4,½ taza de pan rallado,½,0.5,taza,pan rallado,1/2 taza de pan rallado,pan rallado,taza
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,5,2 cucharadas de harina de trigo,2,2.0,cucharadas,harina de trigo,2 cucharadas de harina de trigo,harina de trigo,cucharada
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,6,½ cucharadita de comino molido,½,0.5,cucharadita,comino molido,1/2 cucharadita de comino molido,comino molido,cucharadita
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,7,Sal y pimienta,,,,Sal y pimienta,sal y pimienta,sal y pimienta,
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,8,1 taza de hogao,1,1.0,taza,hogao,1 taza de hogao,hogao,taza
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,9,1 cucharada de aceite,1,1.0,cucharada,aceite,1 cucharada de aceite,aceite,cucharada
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,10,3 to mates grandes picados,3,3.0,,to mates grandes picados,3 to mates grandes picados,to mates grandes picados,
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,11,½ taza de cebolla picada,½,0.5,taza,cebolla picada,1/2 taza de cebolla picada,cebolla picada,taza
86af71e1-e16a-11ed-b0dd-a96d6180cd25,Carne Afanada Colombiana,12,1 diente de ajo picado,1,1.0,diente,ajo picado,1 diente de ajo picado,ajo picado,diente
