receta_uuid,receta_titulo,ingrediente_id,ingrediente_linea,cantidad_original,cantidad_conv,cantidad_min,cantidad_max,unidad,ingrediente_nombre,tcac_alimento_codigo,tcac_alimento_nombre,match_method,match_score,cantidad_gramos_est
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,13,¾ de taza de jugo de mandarina,¾,0.75,,,,de taza de jugo de mandarina,,,,,
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,14,Cubierta,,,,,,Cubierta,,,,,
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,15,2 claras de huevo,2,2.0,,,,claras de huevo,,,,,
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,16,½ cucharadita de cremor tártaro,½,0.5,,,cucharadita,cremor tártaro,,,,,
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,17,½ taza de azúcar,½,0.5,,,taza,azúcar,,,,,
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,18,¼ taza de agua,¼,0.25,,,taza,agua,,,,,
86afb05c-e16a-11ed-b515-a96d6180cd25,Torta Tres Leches de Mandarina,19,½ cucharada de esencia de vainilla,½,0.5,,,cucharada,esencia de vainilla,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,1,5 huevos separados,5,5.0,,,,huevos separados,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,2,½ taza de harina para todo uso cernida,½,0.5,,,taza,harina para todo uso cernida,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,3,½ taza de azúcar,½,0.5,,,taza,azúcar,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,4,¼ cucharadita de extracto de vainilla,¼,0.25,,,cucharadita,extracto de vainilla,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,5,Azúcar en polvo,,,,,,Azúcar en polvo,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,6,1 taza de dulce de leche,1,1.0,,,taza,dulce de leche,,,,,
86afb05d-e16a-11ed-b7ff-a96d6180cd25,Pionono de Arequipe Y Coco,7,½ taza de coco rallado,½,0.5,,,taza,coco rallado,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,1,2 tazas de harina para todo uso,2,2.0,,,tazas,harina para todo uso,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,2,1 cucharadita de polvo de hornear,1,1.0,,,cucharadita,polvo de hornear,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,3,1 ¼ tazas de azúcar granulada,1 ¼,1.25,,,tazas,azúcar granulada,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,4,1 taza de mantequilla a temperatura ambiente,1,1.0,,,taza,mantequilla a temperatura ambiente,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,5,¼ taza de leche entera,¼,0.25,,,taza,leche entera,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,6,4 huevos,4,4.0,,,,huevos,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,7,1 cucharada de jugo de naranja,1,1.0,,,cucharada,jugo de naranja,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,8,2 cucharadas de ralladura de naranja,2,2.0,,,cucharadas,ralladura de naranja,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,9,1 taza de mermelada de bayas para el relleno o tu sabor favorito,1,1.0,,,taza,mermelada de bayas para el relleno o tu sabor favorito,,,,,
86afb05e-e16a-11ed-b724-a96d6180cd25,Torta María Luisa,10,Azúcar en polvo para decorar,,,,,,Azúcar en polvo para decorar,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,1,2 ½ tazas de harina,2 ½,2.5,,,tazas,harina,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,2,½ cucharadita de sal,½,0.5,,,cucharadita,sal,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,3,2 cucharaditas de polvo de hornear,2,2.0,,,cucharaditas,polvo de hornear,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,4,2 tazas de azúcar,2,2.0,,,tazas,azúcar,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,5,1 taza de chocolate en polvo,1,1.0,,,taza,chocolate en polvo,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,6,1 taza de agua,1,1.0,,,taza,agua,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,7,12 cucharadas de mantequilla blanda,12,12.0,,,cucharadas,mantequilla blanda,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,8,5 huevos grandes,5,5.0,,,,huevos grandes,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,9,½ cucharadita de vainilla,½,0.5,,,cucharadita,vainilla,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,10,1 lata de leche condensada,1,1.0,,,lata,leche condensada,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,11,1 lata de leche evaporada,1,1.0,,,lata,leche evaporada,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,12,1 taza de crema de leche,1,1.0,,,taza,crema de leche,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,13,½ cucharadita de extracto de vainilla,½,0.5,,,cucharadita,extracto de vainilla,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,14,3 claras de huevo,3,3.0,,,,claras de huevo,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,15,½ cucharadita de cremor tártaro,½,0.5,,,cucharadita,cremor tártaro,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,16,¾ taza de azúcar,¾,0.75,,,taza,azúcar,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,17,¼ taza de agua,¼,0.25,,,taza,agua,,,,,
86afb05f-e16a-11ed-8560-a96d6180cd25,Torta de Tres Leches de Chocolate,18,½ cucharadita extracto de vainilla,½,0.5,,,cucharadita,extracto de vainilla,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,1,1 hoja de hojaldre congelado descongelado,1,1.0,,,hoja,hojaldre congelado descongelado,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,2,1 ½ tazas de leche,1 ½,1.5,,,tazas,leche,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,3,½ taza de azúcar,½,0.5,,,taza,azúcar,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,4,Una pizca de sal,,,,,,Una pizca de sal,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,5,1 cucharadita de extracto de vainilla,1,1.0,,,cucharadita,extracto de vainilla,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,6,3 cucharadas de maicena,3,3.0,,,cucharadas,maicena,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,7,3 yemas de huevo batidas,3,3.0,,,,yemas de huevo batidas,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,8,1 cucharada de mantequilla,1,1.0,,,cucharada,mantequilla,,,,,
86afb060-e16a-11ed-9bb1-a96d6180cd25,Milhojas con Arequipe,9,1 taza de arequipe o dulce de leche,1,1.0,,,taza,arequipe o dulce de leche,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,1,2 y ½ tazas de harina para todo uso,2,2.0,,,,y ½ tazas de harina para todo uso,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,2,2 cucharaditas de polvo de hornear,2,2.0,,,cucharaditas,polvo de hornear,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,3,½ taza de leche entera,½,0.5,,,taza,leche entera,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,4,8 oz 2 barras de mantequilla,8,8.0,,,,oz 2 barras de mantequilla,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,5,3 huevos a temperatura ambiente,3,3.0,,,,huevos a temperatura ambiente,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,6,1 cucharadita de extracto de vainilla,1,1.0,,,cucharadita,extracto de vainilla,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,7,2 ¼ tazas de azúcar,2 ¼,2.25,,,tazas,azúcar,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,8,½ cucharadita de sal,½,0.5,,,cucharadita,sal,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,9,1 taza de café BIEN fuerte,1,1.0,,,taza,café BIEN fuerte,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,10,2 cucharadas de azúcar en polvo,2,2.0,,,cucharadas,azúcar en polvo,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,11,"1 taza chocolate dulce, afeitado y dividido",1,1.0,,,taza,"chocolate dulce, afeitado y dividido",,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,12,2 tazas de crema,2,2.0,,,tazas,crema,,,,,
86afb061-e16a-11ed-a7da-a96d6180cd25,Torta de Café,13,2 cucharadas de café instantaneo,2,2.0,,,cucharadas,café instantaneo,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,1,1 taza de azúcar,1,1.0,,,taza,azúcar,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,2,¼ de taza de agua,¼,0.25,,,,de taza de agua,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,3,5 huevos enteros,5,5.0,,,,huevos enteros,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,4,2 yemas de huevo,2,2.0,,,,yemas de huevo,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,5,1 lata de leche condensada,1,1.0,,,lata,leche condensada,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,6,1 lata de leche de coco,1,1.0,,,lata,leche de coco,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,7,⅓ taza de crema de leche,⅓,0.3333333333,,,taza,crema de leche,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,8,1 cucharada extracto de vainilla,1,1.0,,,cucharada,extracto de vainilla,,,,,
86afb062-e16a-11ed-9cd3-a96d6180cd25,Flan de Coco,9,1 taza de coco rallado,1,1.0,,,taza,coco rallado,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,1,3 cucharadas de café instantáneo de buena calidad,3,3.0,,,cucharadas,café instantáneo de buena calidad,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,2,1 lata 14 onzas de leche condensada,1,1.0,,,lata,14 onzas de leche condensada,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,3,5 cucharadas de agua,5,5.0,,,cucharadas,agua,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,4,1 cucharada de gelatina sin sabor,1,1.0,,,cucharada,gelatina sin sabor,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,5,1 taza de crema de leche,1,1.0,,,taza,crema de leche,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,6,¼ de taza de azúcar,¼,0.25,,,,de taza de azúcar,,,,,
86afb063-e16a-11ed-bd44-a96d6180cd25,Esponjado de Café,7,3 claras de huevo,3,3.0,,,,claras de huevo,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,1,3 tazas de leche entera,3,3.0,,,tazas,leche entera,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,2,1 taza + 2 cucharadas de fécula de maíz,1,1.0,,,taza,+ 2 cucharadas de fécula de maíz,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,3,1 taza de leche de coco,1,1.0,,,taza,leche de coco,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,4,½ taza de coco rallado,½,0.5,,,taza,coco rallado,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,5,2 astillas de canela,2,2.0,,,,astillas de canela,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,6,1 lata 14 onzas de leche condensada,1,1.0,,,lata,14 onzas de leche condensada,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,7,½ cucharadita de extracto de vainilla,½,0.5,,,cucharadita,extracto de vainilla,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,8,⅓ taza de azúcar o al gusto,⅓,0.3333333333,,,taza,azúcar o al gusto,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,9,Una pizca de sal,,,,,,Una pizca de sal,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,10,1 cucharada de mantequilla,1,1.0,,,cucharada,mantequilla,,,,,
86afb064-e16a-11ed-aab2-a96d6180cd25,Natilla Colombiana,11,Canela en polvo al gusto,,,,,,Canela en polvo al gusto,,,,,
86afb065-e16a-11ed-8cbf-a96d6180cd25,Hojuelas o Hojaldras Colombianas,1,1 taza de harina de todo uso,1,1.0,,,taza,harina de todo uso,,,,,
86afb065-e16a-11ed-8cbf-a96d6180cd25,Hojuelas o Hojaldras Colombianas,2,1 cucharada de mantequilla blanda,1,1.0,,,cucharada,mantequilla blanda,,,,,
86afb065-e16a-11ed-8cbf-a96d6180cd25,Hojuelas o Hojaldras Colombianas,3,2 cucharadas de azúcar y más para decorar,2,2.0,,,cucharadas,azúcar y más para decorar,,,,,
86afb065-e16a-11ed-8cbf-a96d6180cd25,Hojuelas o Hojaldras Colombianas,4,½ taza de jugo de naranja,½,0.5,,,taza,jugo de naranja,,,,,
86afb065-e16a-11ed-8cbf-a96d6180cd25,Hojuelas o Hojaldras Colombianas,5,1 cucharadita de cáscara de naranja,1,1.0,,,cucharadita,cáscara de naranja,,,,,
86afb065-e16a-11ed-8cbf-a96d6180cd25,Hojuelas o Hojaldras Colombianas,6,Aceite vegetal para freír,,,,,,Aceite vegetal para freír,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,1,5 tazas de leche entera,5,5.0,,,tazas,leche entera,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,2,½ taza de azúcar,½,0.5,,,taza,azúcar,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,3,½ taza de panela rallada,½,0.5,,,taza,panela rallada,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,4,3 palitos de canela,3,3.0,,,,palitos de canela,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,5,1 y ¼ tazas de maicena,1,1.0,,,,y ¼ tazas de maicena,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,6,1 cucharada de mantequilla,1,1.0,,,cucharada,mantequilla,,,,,
86afb066-e16a-11ed-9953-a96d6180cd25,Natilla con Panela,7,Canela molida para servir,,,,,,Canela molida para servir,,,,,
86afb067-e16a-11ed-bce5-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,1,2 plátanos bien maduros pelados y cortados en 4 trozos cada uno,2,2.0,,,,plátanos bien maduros pelados y cortados en 4 trozos cada uno,,,,,
86afb067-e16a-11ed-bce5-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,2,½ taza de azúcar morena o panela rallada,½,0.5,,,taza,azúcar morena o panela rallada,,,,,
86afb067-e16a-11ed-bce5-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,3,1 taza de agua,1,1.0,,,taza,agua,,,,,
86afb067-e16a-11ed-bce5-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,4,2 astillas de canela,2,2.0,,,,astillas de canela,,,,,
86afb067-e16a-11ed-bce5-a96d6180cd25,Plátanos Calados o Plátanos en Tentacíon,5,½ cucharada de mantequilla,½,0.5,,,cucharada,mantequilla,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,1,4 plátanos muy maduros,4,4.0,,,,plátanos muy maduros,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,2,1 ½ tazas de aceite vegetal para freír,1 ½,1.5,,,tazas,aceite vegetal para freír,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,3,3 huevos batidos,3,3.0,,,,huevos batidos,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,4,½ cucharadita de canela molida,½,0.5,,,cucharadita,canela molida,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,5,½ taza de leche,½,0.5,,,taza,leche,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,6,1 cucharadita de azúcar,1,1.0,,,cucharadita,azúcar,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,7,2 tazas de bocadilllo de guayaba,2,2.0,,,tazas,bocadilllo de guayaba,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,8,2 tazas de queso mozzarella cortado en cubos,2,2.0,,,tazas,queso mozzarella cortado en cubos,,,,,
86afb068-e16a-11ed-b477-a96d6180cd25,Torta de Plátano Maduro con Bocadillo y Queso,9,½ taza de queso mozzarella rallado,½,0.5,,,taza,queso mozzarella rallado,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,1,1 taza de azúcar,1,1.0,,,taza,azúcar,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,2,¼ de taza de agua,¼,0.25,,,,de taza de agua,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,3,5 huevos enteros,5,5.0,,,,huevos enteros,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,4,2 yemas de huevo,2,2.0,,,,yemas de huevo,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,5,1 lata de leche condensada,1,1.0,,,lata,leche condensada,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,6,1 lata de 20 oz trozos de piña sin el jarabe,1,1.0,,,lata,20 oz trozos de piña sin el jarabe,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,7,1 taza de crema de leche,1,1.0,,,taza,crema de leche,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,8,¼ cucharadita de extracto de coco,¼,0.25,,,cucharadita,extracto de coco,,,,,
86afb069-e16a-11ed-ac08-a96d6180cd25,Flan de Piña,9,Piña fresca para adornar,,,,,,Piña fresca para adornar,,,,,
86afb06a-e16a-11ed-b8c6-a96d6180cd25,Pastel Gloria,1,1 paquete de masa de hojaldre descongelada,1,1.0,,,paquete,masa de hojaldre descongelada,,,,,
86afb06a-e16a-11ed-b8c6-a96d6180cd25,Pastel Gloria,2,1 huevo ligeramente batido,1,1.0,,,,huevo ligeramente batido,,,,,
86afb06a-e16a-11ed-b8c6-a96d6180cd25,Pastel Gloria,3,2 cucharadas de azúcar para adornar,2,2.0,,,cucharadas,azúcar para adornar,,,,,
86afb06a-e16a-11ed-b8c6-a96d6180cd25,Pastel Gloria,4,"4 oz de pasta de guayaba bocadillo, en rodajas",4,4.0,,,,"oz de pasta de guayaba bocadillo, en rodajas",,,,,
86afb06a-e16a-11ed-b8c6-a96d6180cd25,Pastel Gloria,5,4 oz blanco o queso mozarella rebanadas,4,4.0,,,,oz blanco o queso mozarella rebanadas,,,,,
86afb06a-e16a-11ed-b8c6-a96d6180cd25,Pastel Gloria,6,4 oz dulce de leche,4,4.0,,,,oz dulce de leche,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,1,1 taza de azúcar,1,1.0,,,taza,azúcar,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,2,½ de taza de agua,½,0.5,,,,de taza de agua,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,3,5 huevos enteros,5,5.0,,,,huevos enteros,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,4,2 yemas de huevo,2,2.0,,,,yemas de huevo,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,5,1 lata de leche condensada,1,1.0,,,lata,leche condensada,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,6,1 lata de leche evaporada,1,1.0,,,lata,leche evaporada,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,7,1 taza de crema de leche,1,1.0,,,taza,crema de leche,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,8,1 ½ cucharada de azúcar,1 ½,1.5,,,cucharada,azúcar,,,,,
86afb06b-e16a-11ed-81b1-a96d6180cd25,Flan de Chocolate,9,¾ taza de chocolate en polvo,¾,0.75,,,taza,chocolate en polvo,,,,,
86afb06c-e16a-11ed-b67d-a96d6180cd25,Salpicón de Frutas Colombiano,1,"6 tazas de de fruta fresca surtida como piña, papaya, sandía, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequeños.",6,6.0,,,tazas,"de fruta fresca surtida como piña, papaya, sandía, mango, manzana, banano, fresas y las uvas rojas sin semillas, cortadas en trozos pequeños.",,,,,
86afb06c-e16a-11ed-b67d-a96d6180cd25,Salpicón de Frutas Colombiano,2,4 tazas de jugo de sandía o Colombiana.,4,4.0,,,tazas,jugo de sandía o Colombiana.,,,,,
86afb06c-e16a-11ed-b67d-a96d6180cd25,Salpicón de Frutas Colombiano,3,Helado de vainilla para servir opcional,,,,,,Helado de vainilla para servir opcional,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,1,4 bananos firmes y pelados,4,4.0,,,,bananos firmes y pelados,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,2,1 cucharada de mantequilla,1,1.0,,,cucharada,mantequilla,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,3,4 cucharadas de azuúcar morena o panela,4,4.0,,,cucharadas,azuúcar morena o panela,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,4,1 cucharada de ralladura de naranja,1,1.0,,,cucharada,ralladura de naranja,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,5,½ taza de jugo de naranja natural,½,0.5,,,taza,jugo de naranja natural,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,6,2 cucharadas de agua,2,2.0,,,cucharadas,agua,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,7,1 astilla de canela,1,1.0,,,,astilla de canela,,,,,
86afb06d-e16a-11ed-8b3b-a96d6180cd25,Bananos Calados,8,Helado de vainilla para servir,,,,,,Helado de vainilla para servir,,,,,
86afb06e-e16a-11ed-ae5d-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,1,4 plátanos bien maduros,4,4.0,,,,plátanos bien maduros,,,,,
86afb06e-e16a-11ed-ae5d-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,2,1 cucharada de mantequilla derretida,1,1.0,,,cucharada,mantequilla derretida,,,,,
86afb06e-e16a-11ed-ae5d-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,3,4 rebanadas de bocadillo de guayaba,4,4.0,,,rebanadas,bocadillo de guayaba,,,,,
86afb06e-e16a-11ed-ae5d-a96d6180cd25,Plátanos Asados con Bocadillo y Queso,4,4 rebanadas de queso mozzarella o queso blanco,4,4.0,,,rebanadas,queso mozzarella o queso blanco,,,,,
86afb06f-e16a-11ed-a4bb-a96d6180cd25,Buñuelos de Plátano Maduro,1,3 plátanos grandes maduros,3,3.0,,,,plátanos grandes maduros,,,,,
86afb06f-e16a-11ed-a4bb-a96d6180cd25,Buñuelos de Plátano Maduro,2,⅓ taza de queso mozarella o blanco cortado en cubitos,⅓,0.3333333333,,,taza,queso mozarella o blanco cortado en cubitos,,,,,
86afb06f-e16a-11ed-a4bb-a96d6180cd25,Buñuelos de Plátano Maduro,3,⅓ de taza de pasta de guayaba cortada en cubitos,⅓,0.3333333333,,,,de taza de pasta de guayaba cortada en cubitos,,,,,
86afb06f-e16a-11ed-a4bb-a96d6180cd25,Buñuelos de Plátano Maduro,4,Aceite vegetal para freír,,,,,,Aceite vegetal para freír,,,,,
86afb06f-e16a-11ed-a4bb-a96d6180cd25,Buñuelos de Plátano Maduro,5,Azúcar para decorar opcional,,,,,,Azúcar para decorar opcional,,,,,
86afb070-e16a-11ed-9eef-a96d6180cd25,Arequipe Colombiano,1,96 oz de leche,96,96.0,,,,oz de leche,,,,,
86afb070-e16a-11ed-9eef-a96d6180cd25,Arequipe Colombiano,2,1 ½ libras de azúcar,1 ½,1.5,,,libras,azúcar,,,,,
86afb070-e16a-11ed-9eef-a96d6180cd25,Arequipe Colombiano,3,½ cucharadita de bicarbonato de soda,½,0.5,,,cucharadita,bicarbonato de soda,,,,,
86afb070-e16a-11ed-9eef-a96d6180cd25,Arequipe Colombiano,4,½ de cucharadita de sal,½,0.5,,,,de cucharadita de sal,,,,,
86afb070-e16a-11ed-9eef-a96d6180cd25,Arequipe Colombiano,5,1 astilla de canela,1,1.0,,,,astilla de canela,,,,,
86afb071-e16a-11ed-957d-a96d6180cd25,Torta Negra Colombiana,1,2 tazas de ciruelas pasas sin semilla,2,2.0,,,tazas,ciruelas pasas sin semilla,,,,,
86afb071-e16a-11ed-957d-a96d6180cd25,Torta Negra Colombiana,2,2 tazas de uvas pasas,2,2.0,,,tazas,uvas pasas,,,,,
86afb071-e16a-11ed-957d-a96d6180cd25,Torta Negra Colombiana,3,1 taza de vino de Oporto,1,1.0,,,taza,vino de Oporto,,,,,
86afb071-e16a-11ed-957d-a96d6180cd25,Torta Negra Colombiana,4,½ taza de ron oscuro,½,0.5,,,taza,ron oscuro,,,,,
86afb071-e16a-11ed-957d-a96d6180cd25,Torta Negra Colombiana,5,2 tazas de brevas caladas,2,2.0,,,tazas,brevas caladas,,,,,
